_id,background,day,investor_0to1w,investor_100w_up,investor_10to100w,investor_1to10w,name,plat_id,status,wdzj_plat_id,borrower_0to20w,borrower_100w_up,borrower_20to100w,return_rate_diff_0to1m,return_rate_diff_1to2m,return_rate_diff_2to3m,return_rate_diff_3to6m,return_rate_diff_6m_up,complete_time_diff_0to1m,complete_time_diff_1to2m,complete_time_diff_2to3m,complete_time_diff_3to6m,complete_time_diff_6m_up,top_ten_borrower_to_repay,top_ten_investor_to_receice,top_fifty_borrower_to_repay,top_fifty_investor_to_receice,finished
1309_2018-02-28,风投系,2018-02-28,69182,58,4055,31551,小赢网金,1309,normal,1309,178976,2,37,5.79,0,0,6.16,7.91,13.23,0,0,452.11,1480.76,0.1,20.5,0.16,23.23,
1309_2018-03-31,风投系,2018-03-31,76603,88,5591,39170,小赢网金,1309,normal,1309,224511,1,48,5.5,5.5,0,5.86,8.02,3.73,44,0,1039.06,1425.78,0.02,16.39,0.08,18.88,
1309_2018-04-30,风投系,2018-04-30,66090,114,6856,42465,小赢网金,1309,normal,1309,309352,2,266,5,5.49,5.8,5.97,8.18,29.13,715.77,108.13,236.85,379.93,0.03,12.71,0.14,14.93,
1309_2018-05-31,风投系,2018-05-31,69206,113,6574,43598,小赢网金,1309,normal,1309,293057,1,235,5,5.5,5.8,5.96,8.1,59.19,480.33,178.8,210.09,342.06,0.03,9.9,0.13,12.05,
1309_2018-06-30,风投系,2018-06-30,70727,103,5890,43088,小赢网金,1309,normal,1309,253640,0,112,5.8,5.8,5.8,5.94,8.07,83,227.3,821.31,587.67,772.16,0.02,7.76,0.12,9.78,
1309_2018-07-31,风投系,2018-07-31,70282,95,5706,42817,小赢网金,1309,normal,1309,217126,83,1020,5.8,6.99,7.57,7.08,8.05,0,12.82,0,6.56,46.19,0.03,6.4,0.13,8.39,
jimubox_2017-08-31,风投系,2017-08-31,30995,52,3495,21726,积木盒子,jimubox,normal,268,923377,8,46,6.5,7.16,7.5,7.52,9.66,736.02,193.48,439.36,1203.28,1112.25,3.45,2.07,7.7,5.6,
jimubox_2017-09-30,风投系,2017-09-30,33390,71,3134,21449,积木盒子,jimubox,normal,268,794189,7,85,6.5,7.21,7.5,7.87,9.79,874.68,165.11,2480.76,863.87,990.07,3.8,2.02,8.26,5.42,
jimubox_2017-10-31,风投系,2017-10-31,35870,35,3363,21146,积木盒子,jimubox,normal,268,913187,13,59,6.5,7.03,7.5,7.59,9.62,330.09,107.68,324.18,843.84,1339.88,3.53,2.15,8.05,5.33,
jimubox_2017-11-30,风投系,2017-11-30,36386,85,3909,22130,积木盒子,jimubox,normal,268,1029369,11,121,6.5,6.99,7.5,7.76,9.78,400.62,76.04,159.85,419.78,503.44,3.28,2.36,8.49,5.6,
jimubox_2017-12-31,风投系,2017-12-31,35345,86,4611,25971,积木盒子,jimubox,normal,268,1099827,0,96,6.5,7.07,7.5,7.56,9.75,238.44,113.29,1549.85,394.22,628.5,2.91,2.2,6.01,5.42,
jimubox_2018-01-31,风投系,2018-01-31,34405,110,5282,28305,积木盒子,jimubox,normal,268,1043970,0,145,6.5,6.5,7.5,7.7,9.66,1156.19,98.17,168.45,93.19,818.78,0.36,2.23,0.93,5.44,
jimubox_2018-02-28,风投系,2018-02-28,39914,33,1859,17787,积木盒子,jimubox,normal,268,41833,0,176,6.5,7.5,7.5,8.38,9.64,914.9,1763,320.15,808.56,1799.04,0.16,2.31,0.76,5.61,
jimubox_2018-03-31,风投系,2018-03-31,42561,21,1922,16481,积木盒子,jimubox,normal,268,82993,0,8,0,6.5,7.5,7.55,9.81,0,1915.75,532.42,330.59,375.95,0.14,2.47,0.72,5.64,
jimubox_2018-04-30,风投系,2018-04-30,41852,48,2520,18577,积木盒子,jimubox,normal,268,106845,0,0,6.5,0,7.5,8.31,9.94,1648.55,0,458.28,836.58,1075.77,0.13,2.25,0.66,5.35,
jimubox_2018-05-31,风投系,2018-05-31,44525,13,1318,14157,积木盒子,jimubox,normal,268,84624,0,0,0,6.55,7.5,7.55,9.86,0,301.07,1140.39,762.96,397.99,0.13,2.17,0.65,5.22,
jimubox_2018-06-30,风投系,2018-06-30,47386,40,2166,17786,积木盒子,jimubox,normal,268,126395,0,0,6.5,7.5,7.5,8.15,9.85,4883.95,2662,576.84,1502.24,1092.01,0.12,2.05,0.61,5.15,
jimubox_2018-07-31,风投系,2018-07-31,42418,3,348,5060,积木盒子,jimubox,normal,268,32235,0,0,6.5,6.55,7.5,8,9.84,9311.6,3281.31,4154.74,8358.63,2482.72,0.13,2.03,0.64,5.15,
6533_2017-08-31,民营系,2017-08-31,5007,106,3165,8642,银谷在线,6533,normal,6533,31840,0,0,0,12.68,0,0,12.68,0,0,0,0,339.9,0.01,0,0.07,0,
6533_2017-09-30,民营系,2017-09-30,4965,277,5440,12135,银谷在线,6533,normal,6533,65500,0,721,0,0,0,0,12.68,0,0,0,0,94.76,0.01,0,0.06,0,
6533_2017-10-31,民营系,2017-10-31,5407,146,3919,12778,银谷在线,6533,normal,6533,45782,0,9,0,0,0,0,12.68,0,0,0,0,55.78,0.01,0,0.06,0,
6533_2017-11-30,民营系,2017-11-30,15649,103,4043,13999,银谷在线,6533,normal,6533,44820,0,8,0,0,0,12.68,12.68,0,0,0,0,926.78,0.01,0,0.06,0,
6533_2017-12-31,民营系,2017-12-31,26041,171,5306,16484,银谷在线,6533,normal,6533,48949,0,8,0,0,0,12.68,12.68,0,0,0,0,525.01,0.01,1.44,0.06,4.1,
6533_2018-01-31,民营系,2018-01-31,27916,125,5095,15072,银谷在线,6533,normal,6533,50330,0,0,0,0,0,12.68,12.67,0,0,0,0,214.18,0.01,1.4,0.06,3.93,
6533_2018-02-28,民营系,2018-02-28,11998,113,4239,9300,银谷在线,6533,normal,6533,41570,0,0,0,13,13,15.64,12.68,0,0,0,0,24.36,0.01,1.37,0.06,3.83,
6533_2018-03-31,民营系,2018-03-31,4495,83,2611,5972,银谷在线,6533,normal,6533,27665,0,0,0,13,13,16.58,12.68,0,397.24,0,68.46,0,0.01,1.36,0.06,3.8,
6533_2018-04-30,民营系,2018-04-30,32164,107,4330,18538,银谷在线,6533,normal,6533,73073,0,0,0,13,13,17.48,12.68,0,0,0,0,131.51,0.01,1.26,0.06,3.5,
6533_2018-05-31,民营系,2018-05-31,37056,137,5164,23465,银谷在线,6533,normal,6533,67209,0,3,0,0,13,17.32,12.68,0,0,0,0,31.81,0.01,1.13,0.06,3.17,
6533_2018-06-30,民营系,2018-06-30,40804,69,4062,15300,银谷在线,6533,normal,6533,57039,0,0,0,0,0,25.93,12.68,0,0,0,0,149.03,0.01,1.07,0.06,3.02,
6533_2018-07-31,民营系,2018-07-31,42646,48,2641,12349,银谷在线,6533,normal,6533,55754,0,0,0,0,0,0,12.68,0,0,0,0,407.68,0.01,1.03,0.06,2.95,
xyb100_2017-08-31,民营系,2017-08-31,5472,58,2036,3349,信用宝,xyb100,normal,307,11073,28,287,12,12,0,7,11.92,4975.29,5349.23,0,4.23,18095.82,14.85,5.05,15.73,14.18,
xyb100_2017-09-30,民营系,2017-09-30,9335,74,2162,5355,信用宝,xyb100,normal,307,12199,43,453,12,11.9,0,7,11.87,52641.33,66.47,0,0.67,760.94,21.79,4.32,22.45,11.91,
xyb100_2017-10-31,民营系,2017-10-31,9833,112,2978,5744,信用宝,xyb100,normal,307,17068,54,951,12,11.93,0,7,11.92,41276.67,91.84,0,18.5,278.18,16.61,3.75,17.19,10.53,
xyb100_2017-11-30,民营系,2017-11-30,10020,142,3157,6170,信用宝,xyb100,normal,307,20897,55,1172,0,11.96,0,0,11.94,0,67.71,0,0,335.49,11.12,3.75,11.63,9.9,
xyb100_2017-12-31,民营系,2017-12-31,9346,197,3679,6249,信用宝,xyb100,normal,307,27989,63,1519,12,12,0,7,11.44,56489.5,15.12,0,0,240,5.05,2.93,5.52,8.42,
xyb100_2018-01-31,民营系,2018-01-31,9821,167,4711,7264,信用宝,xyb100,normal,307,28219,63,1612,12,12,0,7,11.54,40538.55,1125.81,0,72.42,161.22,4.61,2.79,5.07,7.9,
xyb100_2018-02-28,民营系,2018-02-28,8621,196,3716,6005,信用宝,xyb100,normal,307,30602,83,1616,0,0,0,7,11.75,0,0,0,0.05,126.07,0.36,2.71,0.8,7.88,
xyb100_2018-03-31,民营系,2018-03-31,9340,185,3896,6249,信用宝,xyb100,normal,307,32132,85,1487,0,0,0,7,11.83,0,0,0,562.42,135.96,0.34,2.67,0.76,7.5,
xyb100_2018-04-30,民营系,2018-04-30,9596,188,3957,6493,信用宝,xyb100,normal,307,33970,84,1632,0,0,0,0,11.87,0,0,0,0,148.3,0.32,2.9,0.77,7.47,
xyb100_2018-05-31,民营系,2018-05-31,9161,215,4411,6784,信用宝,xyb100,normal,307,36751,109,1894,0,13.11,12.8,13.04,11.93,0,43.93,27.92,33.43,138.61,0.3,2.87,0.72,7.29,
xyb100_2018-06-30,民营系,2018-06-30,10015,237,4322,7186,信用宝,xyb100,normal,307,40003,108,1713,0,11.48,12.75,13.28,11.96,0,0,282.05,195.17,118.15,0.29,2.98,0.68,7.27,
xyb100_2018-07-31,民营系,2018-07-31,8160,32,1628,4226,信用宝,xyb100,normal,307,25881,20,587,0,11,11.82,12.95,12.02,0,0,274.37,347.67,164.82,0.29,2.95,0.69,7.17,
jinxin99_2017-08-31,民营系,2017-08-31,5962,184,3817,8648,金信网,jinxin99,normal,508,4132,26,3560,0,6.17,0,7.62,10.26,0,18873.71,0,18612.46,17360.5,0.4,1.56,1.39,4.45,
jinxin99_2017-09-30,民营系,2017-09-30,5473,196,3869,8702,金信网,jinxin99,normal,508,4247,20,3734,0,6.22,0,7.62,10.36,0,15781.93,0,18833.17,16442.65,0.23,2.05,0.91,5.1,
jinxin99_2017-10-31,民营系,2017-10-31,4585,203,4209,9395,金信网,jinxin99,normal,508,4752,27,3971,0,5.67,0,7.01,10.4,0,13965.14,0,17537.45,17896.21,0.19,1.98,0.73,5.14,
jinxin99_2017-11-30,民营系,2017-11-30,10748,170,3898,9111,金信网,jinxin99,normal,508,5937,13,3430,0,5.3,0,6.85,10.42,0,9594.56,0,17048.74,16502.6,0.17,1.85,0.69,5.03,
jinxin99_2017-12-31,民营系,2017-12-31,6843,532,4970,10502,金信网,jinxin99,normal,508,6639,20,5255,0,5.3,0,6.92,10.66,0,13306.15,0,15394.89,12374.38,0.15,1.73,0.64,4.84,
jinxin99_2018-01-31,民营系,2018-01-31,5473,222,3941,8332,金信网,jinxin99,normal,508,5345,31,3712,0,5.3,0,6.7,10.43,0,11844.18,0,18779.16,15373.34,0.15,1.71,0.66,4.54,
jinxin99_2018-02-28,民营系,2018-02-28,5179,241,5456,12290,金信网,jinxin99,normal,508,6789,43,4627,0,5.32,0,6.82,10.47,0,6986.03,0,17604.09,15932.18,0.16,1.69,0.66,4.52,
jinxin99_2018-03-31,民营系,2018-03-31,7521,236,5456,12743,金信网,jinxin99,normal,508,7800,52,4679,0,5.3,0,6.7,10.53,0,9057.55,0,18050.9,16178.15,0.15,1.73,0.64,4.51,
jinxin99_2018-04-30,民营系,2018-04-30,5777,232,4785,10242,金信网,jinxin99,normal,508,5687,27,4287,0,6.27,0,7.39,10.54,0,8571.75,0,18551.45,17386.89,0.14,1.62,0.6,4.39,
jinxin99_2018-05-31,民营系,2018-05-31,5439,191,4146,10139,金信网,jinxin99,normal,508,6027,26,3753,0,6.8,0,7.89,10.43,0,6375.63,0,16135.89,16637.5,0.14,1.73,0.59,4.49,
jinxin99_2018-06-30,民营系,2018-06-30,6372,156,3617,8629,金信网,jinxin99,normal,508,5678,20,3212,0,6.9,0,7.8,10.39,0,7470.14,0,17629.41,16420.48,0.15,1.66,0.6,4.53,
jinxin99_2018-07-31,民营系,2018-07-31,4050,151,3152,6898,金信网,jinxin99,normal,508,3727,28,2739,0,6.91,0,7.86,10.57,0,10862.98,0,18084.65,17866.92,0.17,1.74,0.69,4.58,
eloancn_2017-08-31,上市系,2017-08-31,21303,147,4228,20767,翼龙贷,eloancn,normal,144,6071,897,536,7.02,7.58,7.39,8.17,9.73,7581.05,204.02,1023.83,613.05,5266.09,0.43,4.83,1.15,8.2,
eloancn_2017-09-30,上市系,2017-09-30,21388,113,3056,17350,翼龙贷,eloancn,normal,144,4715,733,396,7.02,9.79,7.34,8.13,9.76,4832.75,0,1372.72,1027.36,6215.46,0.35,5.94,0.94,9.11,
eloancn_2017-10-31,上市系,2017-10-31,18331,101,3010,16626,翼龙贷,eloancn,normal,144,5270,601,626,6.94,7.52,7.32,8.13,9.72,2715.18,88.41,130.15,136.2,1133.24,0.32,5.99,0.87,9.14,
eloancn_2017-11-30,上市系,2017-11-30,21676,154,4012,20384,翼龙贷,eloancn,normal,144,3716,1052,322,7.06,8.01,7.33,8,9.96,1559.45,903.31,3179.2,342.37,4488.47,0.16,4.4,0.46,7.28,
eloancn_2017-12-31,上市系,2017-12-31,21543,186,4218,20160,翼龙贷,eloancn,normal,144,31605,3,532,7.32,9.19,9.04,8.28,9.89,2075.97,0,0,1469.83,6902.2,0.16,4.13,0.47,7.19,
eloancn_2018-01-31,上市系,2018-01-31,19643,100,2894,16210,翼龙贷,eloancn,normal,144,24176,3,204,7.06,6.86,8.91,7.82,9.81,651.2,369.75,25.79,423.09,6266.8,0.15,3.94,0.47,6.84,
eloancn_2018-02-28,上市系,2018-02-28,16742,106,2882,14209,翼龙贷,eloancn,normal,144,27088,4,134,8.25,7,7.98,7.86,10.39,24.83,1289.05,450.47,274.36,4166.6,0.15,3.7,0.47,6.63,
eloancn_2018-03-31,上市系,2018-03-31,17954,107,2769,16234,翼龙贷,eloancn,normal,144,23302,8,110,7.34,8.78,7.83,8.03,9.92,1059.68,0,297.9,83.29,2385.44,0.14,3.44,0.46,6.51,
eloancn_2018-04-30,上市系,2018-04-30,17544,65,2222,13155,翼龙贷,eloancn,normal,144,16506,8,156,9,8.78,7.83,8.02,9.7,0,1.27,1092.21,405.68,4726.16,0.14,3.16,0.44,6.2,
eloancn_2018-05-31,上市系,2018-05-31,20378,110,3525,17234,翼龙贷,eloancn,normal,144,25054,4,184,7.72,7.88,7.88,8.45,10.12,572.83,135.23,5215.96,1191.46,7927.07,0.13,2.93,0.42,5.91,
eloancn_2018-06-30,上市系,2018-06-30,18955,99,3105,15628,翼龙贷,eloancn,normal,144,21096,8,225,6.95,7.21,7.56,8.07,9.84,3130.81,657.89,4535.92,1165.6,6144.31,0.14,2.74,0.43,5.81,
eloancn_2018-07-31,上市系,2018-07-31,17906,73,2693,14241,翼龙贷,eloancn,normal,144,19055,4,216,7.08,8.03,7.9,8.37,9.87,1580.38,141.5,1940.97,685.18,8520.44,0.14,2.81,0.43,5.96,
wd5_2017-07-31,上市系,2017-07-31,,,,,微贷网,wd5,normal,38,23712,0,0,,,,,,,,,,,,,,,
lufax_2017-07-31,上市系,2017-07-31,,,,,陆金服,lufax,normal,59,,,,0,0,0,9,10.1,,,,,,,,,,
niwodai_2017-07-31,民营系,2017-07-31,,,,,你我贷,niwodai,normal,40,,,,0,0,0,9,10.1,,,,,,,,,,
hexindai_2017-08-31,上市系,2017-08-31,11801,23,1683,10925,和信贷,hexindai,normal,235,251,155,391,0,11.06,0,10.07,12.6,0,52855.53,0,14735.26,21715.94,1.19,1.77,4.33,5.34,
hexindai_2017-09-30,上市系,2017-09-30,11126,12,1909,9818,和信贷,hexindai,normal,235,292,209,369,0,8.88,8,10,12.65,0,44393.03,13,13773.46,27468.21,1.06,1.66,3.86,5.11,
hexindai_2017-10-31,上市系,2017-10-31,11137,22,2114,8055,和信贷,hexindai,normal,235,195,214,376,0,10.04,0,9.43,11.91,0,45730.67,0,10900.3,22907.6,0.98,1.95,3.58,5.36,
hexindai_2017-11-30,上市系,2017-11-30,18241,44,2445,13133,和信贷,hexindai,normal,235,255,483,97,0,12.16,0,9,11.29,0,32651.23,0,8341.92,22272.72,0.86,1.83,3.15,4.86,
hexindai_2017-12-31,上市系,2017-12-31,12768,71,2244,9748,和信贷,hexindai,normal,235,322,503,20,0,11.21,0,9,11.45,0,55019.23,0,13594.1,25368.1,0.75,1.72,2.85,4.8,
hexindai_2018-01-31,上市系,2018-01-31,13374,61,2757,12019,和信贷,hexindai,normal,235,455,595,35,0,8.81,0,8.96,11.35,0,60426.34,0,12678.04,19227.34,1.9,3.02,4.35,6.3,
hexindai_2018-02-28,上市系,2018-02-28,17584,35,1647,8318,和信贷,hexindai,normal,235,322,312,185,0,9.52,0,8.83,11.1,0,22617.91,0,5903.29,12480.9,1.89,2.55,4.09,6.03,
hexindai_2018-03-31,上市系,2018-03-31,17658,18,1574,9316,和信贷,hexindai,normal,235,411,310,125,0,8.61,0,7.97,10.06,0,33269.46,0,4745.23,19348.48,1.87,2.53,4.08,6.01,
hexindai_2018-04-30,上市系,2018-04-30,17585,46,2046,10662,和信贷,hexindai,normal,235,256,453,25,0,10.47,0,7.96,10.47,0,80935.2,0,15467.17,31559.99,1.82,2.42,3.99,5.79,
hexindai_2018-05-31,上市系,2018-05-31,19695,46,2865,11417,和信贷,hexindai,normal,235,215,520,11,0,9.79,0,7.98,10.38,0,56549.73,0,23654.82,28508.31,1.7,2.41,3.77,5.71,
hexindai_2018-06-30,上市系,2018-06-30,15036,36,2090,11514,和信贷,hexindai,normal,235,105,397,16,0,10.88,0,7.98,10.43,0,76583.98,0,28559.24,33637.73,1.62,2.15,3.56,5.21,
hexindai_2018-07-31,上市系,2018-07-31,14616,50,1145,10615,和信贷,hexindai,normal,235,2,337,200,0,7.46,0,8,10.45,0,29998.22,0,17560.87,45469.34,1.56,2.66,3.32,6.6,
512_2017-08-31,民营系,2017-08-31,9057,69,1937,4303,信和大金融,512,normal,512,3586,22,752,0,5.3,6,7.35,9.12,0,0,0,1753.5,1286.35,2.15,2.57,5.61,5.57,
512_2017-09-30,民营系,2017-09-30,2600,140,2899,4643,信和大金融,512,normal,512,6508,71,668,13,5.34,6.01,6.74,9.54,44008.62,3573.14,2380.33,9701.58,3677.51,2.02,3.95,5.16,6.94,
512_2017-10-31,民营系,2017-10-31,2410,116,2436,4585,信和大金融,512,normal,512,6620,0,0,13,5.36,6.04,6.72,9.36,52537.63,10341.25,16674.47,10703.08,6772.48,1.86,4.81,4.68,7.88,
512_2017-11-30,民营系,2017-11-30,9028,146,2605,4606,信和大金融,512,normal,512,7058,0,0,18,5.35,6.04,6.72,9.42,54453.58,11216.38,16088.61,12117.51,5292.24,1.69,4.49,4.24,7.54,
512_2017-12-31,民营系,2017-12-31,4285,201,2557,5110,信和大金融,512,normal,512,7227,0,0,18,5.51,6.18,6.78,9.54,54570.53,12863.32,17970.85,11734.15,5260.2,1.55,4.03,3.87,7.33,
512_2018-01-31,民营系,2018-01-31,3128,126,2730,5067,信和大金融,512,normal,512,7236,0,0,18,5.57,6.12,6.79,9.46,54540.84,14054.07,11108.88,14072.91,5783.02,1.38,4.29,3.43,7.28,
512_2018-02-28,民营系,2018-02-28,2669,178,3824,6531,信和大金融,512,normal,512,9279,0,0,15,5.5,6.19,6.78,9.47,52155.55,10279.32,11720.99,12979.5,5842.79,1.18,3.25,2.9,6.25,
512_2018-03-31,民营系,2018-03-31,5190,142,3017,6923,信和大金融,512,normal,512,7814,0,0,15,5.53,6.16,6.79,9.37,48977.96,13060.86,14553.66,16025.25,7379.96,1.05,3.35,2.59,6.16,
512_2018-04-30,民营系,2018-04-30,4304,120,2439,5466,信和大金融,512,normal,512,6539,0,0,15,5.53,6.1,6.78,9.36,62600.69,14230.22,14360.67,16957.02,7523.66,0.96,3.18,2.38,6.15,
512_2018-05-31,民营系,2018-05-31,3285,118,2242,4893,信和大金融,512,normal,512,6262,0,0,15,5.48,6.11,6.77,9.33,57839.6,10962.68,14451.27,15763.33,8134.9,0.88,3.59,2.2,6.87,
512_2018-06-30,民营系,2018-06-30,7375,113,1940,4783,信和大金融,512,normal,512,5583,0,0,15,5.48,6.19,6.77,9.33,40400.13,11697.61,17682.01,14624.21,8288.99,0.81,3.69,2.05,6.92,
512_2018-07-31,民营系,2018-07-31,1863,95,1668,3327,信和大金融,512,normal,512,4715,0,0,15,5.56,6.14,6.78,9.49,52629.47,11485.12,16074.78,13946.41,6894.97,0.76,3.38,1.96,6.77,
537_2017-08-31,风投系,2017-08-31,2657,64,2216,5216,91旺财,537,normal,537,342,1,908,7,7.19,7.4,8,9.2,6224.39,7961.74,4688.66,4535.29,279.18,5.73,5.42,11.91,12.12,
537_2017-09-30,风投系,2017-09-30,2684,86,2408,5552,91旺财,537,normal,537,588,0,995,7,7.2,7.4,7.96,9.2,7800.91,6115.69,2732.65,1510.89,945.1,3.24,5.46,5.76,12.15,
537_2017-10-31,风投系,2017-10-31,3343,110,2744,5905,91旺财,537,normal,537,578,0,1159,7,7.18,7.4,8,9.2,9152.73,5931.31,2479.87,1709.73,1596.73,0.63,5.01,3.07,11.77,
537_2017-11-30,风投系,2017-11-30,3766,90,2826,6159,91旺财,537,normal,537,534,0,1162,7,7.2,7.4,7.99,9.2,8782.44,4854.93,3777.84,3314.85,2179.92,0.62,4.89,3.06,11.96,
537_2017-12-31,风投系,2017-12-31,4528,94,2775,6093,91旺财,537,normal,537,592,0,1174,7,7.16,7.2,7.82,9.2,8783.72,5367.77,5079.14,5281.66,1727.3,0.61,4.38,3.05,11.3,
537_2018-01-31,风投系,2018-01-31,3382,77,2489,5724,91旺财,537,normal,537,595,0,1080,7.12,7.04,7.26,7.69,9.2,4168.52,6656.95,5521.74,7585.79,892.06,0.59,7.43,2.97,15.42,
537_2018-02-28,风投系,2018-02-28,4054,47,1767,5120,91旺财,537,normal,537,346,0,753,7,7.08,7.27,7.8,8.42,2414.59,4834.45,9545.56,16484.16,18288.33,0.58,5.22,2.92,12.58,
537_2018-03-31,风投系,2018-03-31,3775,62,2059,5809,91旺财,537,normal,537,472,0,906,7,7.15,7.4,7.92,9.1,3839.11,6249.94,17155.4,10905.92,5257.17,0.53,4.65,2.65,11.87,
537_2018-04-30,风投系,2018-04-30,2941,78,1834,5206,91旺财,537,normal,537,540,0,860,6.86,7,7.4,7.91,9.2,10625.57,12333.9,17432.21,11257.08,182.5,0.52,5.89,2.59,15.4,
537_2018-05-31,风投系,2018-05-31,2573,58,1747,4986,91旺财,537,normal,537,573,0,907,6.8,6.93,7.4,7.89,0,9610.6,14052.02,7691.33,9831.21,0,0.51,10.09,2.56,21.93,
537_2018-06-30,风投系,2018-06-30,2750,64,1826,5054,91旺财,537,normal,537,1424,14,845,6.81,6.96,7.4,7.96,8.97,1409.84,8306.24,7084.76,8578.74,37070.06,0.51,11.69,2.57,25.76,
537_2018-07-31,风投系,2018-07-31,4119,67,1862,5192,91旺财,537,normal,537,2710,33,689,6.86,6.98,7.4,7.94,8.76,527.94,3758.64,2728.55,3004.19,3956.17,0.56,10.97,2.81,24.53,
127_2017-07-31,,2017-07-31,16686,28,1438,12357,易通贷,127,normal,127,1,240,11,1,8.91,11.77,11.95,13.51,14,7950.13,4430.23,5419.64,6806.98,3.75,2.46,13.93,7.21,
127_2017-08-31,,2017-08-31,13386,23,1531,11706,易通贷,127,normal,127,2,226,10,0,9.23,11.86,12.09,13.51,0,14101.56,4396.14,5591.94,8134.68,3.71,2.46,13.59,7.15,
127_2017-09-30,,2017-09-30,12816,23,1545,12222,易通贷,127,normal,127,0,248,11,0,9.17,11.99,12.39,13.57,0,13083.32,4834.17,6064.67,9006.33,3.55,2.42,12.8,7.16,
127_2017-10-31,,2017-10-31,14118,45,1752,12846,易通贷,127,normal,127,2,325,13,0,9.69,12.03,12.46,13.57,0,14421.96,4550.27,5735.22,8540.28,3.19,2.37,11.53,7.44,
127_2017-11-30,,2017-11-30,13253,32,1949,12688,易通贷,127,normal,127,5,365,10,0,9.87,12.03,12.44,13.57,0,17103.53,4344.27,5034.14,7720,2.95,2.28,10.51,7.11,
127_2017-12-31,,2017-12-31,13818,40,1780,13468,易通贷,127,normal,127,2,345,13,0,9.73,10,12.26,13.55,0,19172.27,13371.85,5122.86,8576,2.83,2.25,9.72,6.83,
127_2018-01-31,,2018-01-31,13340,26,1928,13777,易通贷,127,normal,127,2,385,12,0,9.79,9.77,12.19,13.55,0,20358.65,10422.18,4428.06,8201.68,2.72,2.26,9.04,6.54,
127_2018-02-28,,2018-02-28,13823,35,2080,13620,易通贷,127,normal,127,3,412,12,0,9.62,11.61,12.29,13.56,0,12637.04,4684.95,4195.56,6642.28,2.28,2.3,7.95,6.68,
127_2018-03-31,,2018-03-31,15042,39,2261,14462,易通贷,127,normal,127,7,442,19,0,9.42,11.72,11.87,13.24,0,12453.36,3085.33,3652.89,4179.53,1.64,2.32,6.86,6.68,
127_2018-04-30,,2018-04-30,14145,32,2093,13678,易通贷,127,normal,127,1,340,5,0,8.93,11.61,11.75,13.14,0,13111.86,3093.92,3285.98,4547.72,1.6,2.32,6.8,6.66,
127_2018-05-31,,2018-05-31,13107,36,2362,13457,易通贷,127,normal,127,2,196,6,0,8.79,11.58,11.72,13.15,0,14090.93,2947.9,3459.5,4255.12,2.21,2.26,9.37,6.55,
127_2018-06-30,,2018-06-30,12759,24,1866,13256,易通贷,127,normal,127,1,183,3,0,8.75,11.69,11.85,13.21,0,17441.67,3589.58,4356.91,4040.46,2.28,2.27,10.1,6.55,
1503_2017-08-31,民营系,2017-08-31,8,130,4110,2352,恒易融,1503,normal,1503,18244,0,0,0,0,0,0,12.46,0,0,0,0,0,0.02,0.81,0.08,2.52,
1503_2017-09-30,民营系,2017-09-30,10,88,3335,1986,恒易融,1503,normal,1503,13887,0,0,0,0,0,0,12.5,0,0,0,0,0,0.02,0.79,0.08,2.45,
1503_2017-10-31,民营系,2017-10-31,8,68,2442,1385,恒易融,1503,normal,1503,10433,0,0,0,0,0,0,12.48,0,0,0,0,0,0.02,0.85,0.08,2.49,
1503_2017-11-30,民营系,2017-11-30,10,143,4145,2059,恒易融,1503,normal,1503,18229,0,0,0,0,0,0,12.52,0,0,0,0,0,0.02,0.83,0.08,2.4,
1503_2017-12-31,民营系,2017-12-31,3,98,3668,1965,恒易融,1503,normal,1503,15385,0,0,0,0,0,0,12.44,0,0,0,0,0,0.02,0.86,0.07,2.44,
1503_2018-01-31,民营系,2018-01-31,2,69,2416,1460,恒易融,1503,normal,1503,10863,0,0,0,0,0,0,12.52,0,0,0,0,0,0.02,0.98,0.07,2.55,
1503_2018-02-28,民营系,2018-02-28,10,49,3243,4478,恒易融,1503,normal,1503,13580,0,0,0,0,0,0,12.6,0,0,0,0,0,0.01,0.96,0.07,2.45,
1503_2018-03-31,民营系,2018-03-31,19,68,7051,7432,恒易融,1503,normal,1503,24856,0,0,0,0,0,0,12.4,0,0,0,0,0,0.01,0.87,0.06,2.23,
1503_2018-04-30,民营系,2018-04-30,28,38,6188,4644,恒易融,1503,normal,1503,23112,0,0,0,0,0,0,12.4,0,0,0,0,0,0.01,0.79,0.06,2.02,
1503_2018-05-31,民营系,2018-05-31,13,39,6048,4501,恒易融,1503,normal,1503,23212,0,0,0,0,0,0,12.37,0,0,0,0,0,0.01,0.72,0.06,1.9,
1503_2018-06-30,民营系,2018-06-30,1,38,4431,2932,恒易融,1503,normal,1503,16612,0,0,0,0,0,0,12.38,0,0,0,0,0,0.01,0.69,0.06,1.8,
1503_2018-07-31,民营系,2018-07-31,0,20,3586,2167,恒易融,1503,normal,1503,11509,0,0,0,0,0,0,12.35,0,0,0,0,0,0.01,0.65,0.06,1.76,
rozo360_2017-08-31,风投系,2017-08-31,8794,31,1646,6887,人众金服,rozo360,normal,3558,25729,158,51,7.61,9.53,10.23,11,12.09,87.74,17734,17120.11,15073.95,674.78,11.7,2.63,34.53,7.79,
